id,letter_id,sentence,letter_sentence_index,afinn_score,sentida_score
77,3,Synes du ikke ogsaa jeg skulde.,10,0.0,-0.01111111111111112
78,3,"Men det er jo ikke saa let at forsvare sig, naar man ikke vil ud med Grunden.",11,1.0,0.003333333333332772
79,3,"Der er ingen anden end dig og Uffe, der veed den.",12,0.0,0.0
80,3,"Det kan ogsaa godt være, at jeg synes for meget om mig selv; men den kan jeg nu ikke gøre ved, kære Trine.",13,3.0,-0.6788888888888907
81,3,Det skal du saa tage af mig.,14,0.0,-0.0666666666666666
82,3,"Ja jeg har saa galt faaet at høre, at hvis jeg ikke vilde ride, kunde du gerne gaa mig glip.",15,-2.0,-0.13333333333333391
83,3,"Jeg tænkte, at hvis man saadan skulde slaa den ene Record paa den anden, saa det daarlig ud.",16,0.0,-0.04444444444444459
84,3,"Ikke sandt, Trine.",17,0.0,-0.22222222222222202
85,3,Vi er jo dog kun Mennesker.,18,0.0,0.10000000000000064
86,3,Glæder du dig ikke til Skibelundfesten ?,19,3.0,0.766666666666666
87,3,"Blot vi nu faar godt Vejr, og saa vi ikke tør have haft Gardisten med.",20,3.0,0.433333333333334
88,3,"Jeg bliver der ogsaa om Natten, det vil sige i Kjøbenhoved.",21,0.0,-0.0333333333333334
89,3,Kunde vi saa ikke snyde Truls og komme til at følges ad hjem.,22,-3.0,0.8611111111111105
90,3,Det værste er vi mangler jo Uffe.,23,-5.0,-1.2000000000000002
91,3,"Du kan tro, jeg har en god Støtte i J. Thøjsen.",24,6.0,0.888888888888888
92,3,"Det er et lille dejlig Menneske, saa skal jeg jo hjælpe ham igen.",25,5.0,0.744444444444446
93,3,"Han er den eneste lier i Huset, der ved rigtig besked; men ham kan jeg ogsaa godt betro mig til.",26,3.0,1.2555555555555566
94,3,Det skulde da være Mor; men hun har da slet ikke sagt noget.,27,0.0,0.38333333333333297
95,3,"Men ved hun noget, har jeg da spart at sige noget, naar vi - - - -.",28,0.0,0.0
96,3,Nu ikke mere i Aften.,29,0.0,0.0
97,3,God nat kære Trine.,30,5.0,1.0600000000000007
98,3,"Og ret noget paa mig, hvis du ser noget skævt.",31,0.0,0.1428571428571428
99,3,Her har du mig igen kære Trine.,32,2.0,0.626666666666668
100,3,Maren Fog kommer vist ud til dig i Eftermiddag.,33,0.0,0.0333333333333334
101,3,"Saa faar jeg dig sagtens ikke at se i Dag, kære Trine.",34,2.0,0.5266666666666681
102,3,"Jeg kunde ikke faa Tid for Bolden, for ellers havde jeg kommen ned til Jer den Søndag Eftermiddag.",35,0.0,-0.03333333333333319
103,3,"Jeg forglemte mit Ur i Forsamlingshuset den Dag, og jeg var efter det henved Kl. 9. Hvornaar kom du fra Koager.",36,0.0,0.0666666666666668
104,3,"Da var der ellers Stilhed, men jeg tænkte, at du var taget hjem.",37,0.0,0.2583333333333333
105,3,"Men Uffe sagde, at du havde mødt ham paa Vejen hjemad, saa det var jo kedelig.",38,-1.0,-0.511111111111112
106,3,Med Hilsen din Peter,39,1.0,0.16666666666666663
107,4,Min egen kære Trine!,0,2.0,0.982967400000002
108,4,Tak Tor sidst.,1,2.0,0.43333333333333407
109,4,"Du husker vel nok jeg fortalte dig, at Søren Stenderup forglemte at aflevere Brevet, og saa sagde jeg til ham, at han maatte brænde det.",2,0.0,-0.03333333333333341
110,4,"Men saa blev jeg bange, for de kunde vel gerne læse det, og saa sagde jeg til Laurids, at han skulde komme ned med det i Aften.",3,-2.0,-0.03333333333333464
111,4,"Da jeg kom hjem fra Marken, sagde Mor til mig, at her var nogle Papirer som Laurids St. havde været med.",4,0.0,0.4499999999999994
112,4,"Men det vil sige i aaben Tilstand, begge Kuverter var brækkede.",5,0.0,0.0
113,4,Jeg blev lidt hed om ørerne.,6,0.0,-0.026666666666666724
114,4,"Nu ved jeg ikke, om hun har set Indholdet eller ej.",7,0.0,-0.33333333333333404
115,4,"Jeg tænker det ikke, da der saa tidt kommer noget, som hun aldrig ser efter.",8,0.0,0.3888888888888882
116,4,Hun har i hvert fald ikke talt til mig om noget.,9,0.0,0.2
117,4,"Jeg vilde blot have svaret, at det var en Ting, vi ikke vilde tale om foreløbig.",10,0.0,-0.06666666666666682
118,4,"Nu har jeg faaet at vide, at det er Laurids, der har brækket det.",11,0.0,-0.34666666666666734
119,4,Saa det jævner vel nok med Tiden.,12,0.0,0.18888888888888877
120,4,Hvordan har du det siden rejsegildet.,13,0.0,0.0
121,4,"Jeg kom hjem en lille Times Tid efter dig, jeg syntes ikke jeg kunde være bekendt at gaa den Gang I gik.",14,0.0,-0.08333333333333257
122,4,Jeg tror ingen der kunde mærke noget; Tror du.,15,0.0,0.0222222222222222
123,4,"Iver sagde rigtignok til mig den Gang jeg kom ind, om vi havde været ude st trække frisk Vejr, jeg sagde ja.",16,1.0,0.6666666666666674
124,4,Du maa ikke være vred paa mig Trine; men jeg har underpløjet alle dine Breve i Dag.,17,-3.0,0.3000000000000002
125,4,"Jeg turde ikke have dem liggende nu i den her Tid, de gør rent.",18,2.0,-0.2083333333333335
126,4,"Nu kan du snart faa mig at se daglig ude ved Jeppe Vinds i Roerne, det er mig i den hvide Jakke.",19,0.0,0.40000000000000063
127,4,"Jeg kan forstaa, du har øjnene med mig, naar jeg pløjer derude.",20,0.0,0.0
128,4,"Jeg ser ogsaa ofte ud efter dig; men jeg kan naturligvis ikke se dig, men alligevel ser jeg dig i Tanker, kære Trine.",21,2.0,0.8066666666666685
129,4,"Det er tit jeg synes, nej nu blir det for meget, og saa vil jeg tænke paa noget andet; men saa er du der igen.",22,-3.0,-0.17777777777777787
130,4,"Aa jeg er saa glad ved dig, kære Trine.",23,5.0,1.493333333333334
131,4,Nu ikke mere; men næste Søndag.,24,0.0,0.0
132,4,Med Hilsen fra din egen Peter.,25,1.0,0.16666666666666663
133,5,Kære Trine !,0,2.0,0.982967400000002
134,5,"Hjertelig til Lykke paa din Fødselsdag, ja og havde jeg ikke siddet her vilde jeg have raabt et kraftigt dansk Hurra; men det lader sig vist ikke gøre da Far og Mor sover.",1,12.0,1.7338888888888877
135,5,"Du skal jo have Tak for Indbydelsen; men jeg kommer vist ikke, jeg vilde ellers hellere have været, det end til Fodbold.",2,2.0,0.7111111111111121
136,5,Det er ellers længe siden jeg har set dig.,3,0.0,-0.16666666666666663
137,5,"Den anden Dag var jeg kørende i Hoager, da saa jeg der kom en Cykel ude fra Jer.",4,0.0,-0.09999999999999981
138,5,"Og saa maatte Hestene have en lille Opmuntring, for ellers kunde jeg ikke naa hen til Vejen.",5,2.0,0.20000000000000062
139,5,"Men ak, da var det kun Signe som cyklede efter Åbling.",6,-1.0,0.06666666666666662
140,5,Den anden Dag var Niels og jeg oppe at saa Frø.,7,0.0,0.1666666666666668
141,5,Og korn vi til at snakke om hvor han fik en Karl fra.,8,2.0,0.2444444444444444
142,5,til næste Aar.,9,0.0,0.0666666666666666
143,5,"Ja han havde været ved Uffe, men han vilde vist paa Skolen.",10,1.0,0.7
144,5,Han vilde ellers grulig gerne have haft ham.,11,0.0,0.4333333333333326
145,5,Og Bodil vilde jo ogsaa gerne have haft ham der over.,12,0.0,0.4333333333333326
146,5,"Det er sandt, har du hørt, at Bodil  J har skudt dig ud.",13,0.0,0.22222222222222202
147,5,Jo for til Opvisningen sad vi og talte sammen i en hel lang halv Time paa en Bænk.,14,0.0,0.20185185185185195
148,5,Og vi gik ogsaa en Gang fra Diletanten i Frifeld.,15,0.0,0.0
149,5,Saa det kan jo ikke være andet.,16,0.0,0.0
150,5,"Nu er jeg nødt til at holde op, for jeg skal jo vist til Fodbold for at aflægge Mandatet som Formand.",17,0.0,0.3333333333333326
151,5,Pigerne kan nok se naar jeg faar Brev fra Havnholdt.,18,0.0,0.033333333333333194
152,5,Med Hilsen din Peter.,19,1.0,0.16666666666666663
153,5,Mere næste Gang.,20,0.0,0.0666666666666666
154,5,Her har du mig igen kære Trine.,21,2.0,0.626666666666668
155,5,Maren Fog kommer vist ud til dig i Eftermiddag.,22,0.0,0.0333333333333334
156,5,"Saa faar jeg dig sagtens ikke at se i Dag, kære Trine.",23,2.0,0.5266666666666681
157,5,"Jeg kunde ikke faa Tid for Bolden, for ellers havde jeg kommen ned til Jer den Søndag Eftermiddag.",24,0.0,-0.03333333333333319
158,5,"Jeg forglemte mit Ur i Forsamlingshuset den Dag, og jeg var efter det henved Kl. 9. Hvornaar kom du fra Koager.",25,0.0,0.0666666666666668
159,5,"Da var der ellers Stilhed, men jeg tænkte, at du var taget hjem.",26,0.0,0.2583333333333333
160,5,"Men Uffe sagde, at du havde mødt ham paa Vejen hjemad, saa det var jo kedelig.",27,-1.0,-0.511111111111112
161,5,Med Hilsen din Peter,28,1.0,0.16666666666666663
162,6,Kære Trine.',0,2.0,0.626666666666668
163,6,"Du kan ogsaa tro jeg blev glad ved dit Brev, jeg var nemlig i daarlig",1,4.0,1.2000000000000002
164,6,"Humor den Søndag Eftermiddag; men da Uffe korn, hjalp det; men endnu mere hjalp det, da jeg fik dit Brev, derfor vil jeg sige dig Tak, kære Trine.",2,12.0,2.4900000000000033
165,6,"Jeg har aldrig tænkt paa det med Ventesalen, for jeg synes ikke vi kan have det saadan, at blot vi taler med nogle andre, saa er det galt.",3,-3.0,-0.47777777777777836
166,6,"Da jeg kom hjem fra Ballet, kunde jeg ikke sove, jeg kom til at tænke paa, da vi gik hjem, gik jeg jo Arm i Arm med Dorthea T., og du gik lige ved Siden af, hvor ondt det maa have gjort dig, og jeg vidste endda godt, du vidste, det ikke havde nojj;et at betyde.",4,1.0,0.730555555555556
167,6,"Uffe og mig har talt derom, og han syntes ikke, det var saa galt; men havde det været mig, tror jeg nok jeg havde været lidt taeklærnpt.",5,-3.0,-0.35000000000000014
168,6,"Men saadan noget lader vj være glemt, ikke sandt Trine ?",6,-1.0,-0.011111111111112015
169,6,"Jeg synes slet ingen Udvej der er at se, til vi kan faa talt sammen.",7,0.0,0.48888888888888893
170,6,"Du kan sagtens heller ikke komme saa meget ud, da din Mor er syg ?",8,-2.0,0.018518518518517935
171,6,"men hvis du ved det lidt i Forvejen, kunde du jo sende et Bud, saa kunde det jo gerne være, jeg ikke var optagen, hvor meget jeg end er det.  Kommer du med til Lundsmark ?",9,0.0,0.5977777777777772
172,6,jeg kommer vist.,10,0.0,0.0333333333333334
173,6,"Agnes blev ved med at jeg dog skulde komme med derhen, og jeg love-'e det ogsaa; men ellers tror jeg nok jeg vil gaa af, for jeg har for meget i Vinter, jeg er snart aldrig hjemme een Aften.",11,-2.0,0.06833333333333283
174,6,"Det bliver snart saadan, at Hjemmet bliver fremmed for mig.",12,0.0,0.15000000000000002
175,6,"Ja-jeg rejser vist alligevel ud til næste Aar; men jeg tænker ikke, det bliver saa langt, i hvert fald bliver det ikke længere, end vi kan skrive sammen, kanske endnu nærmere.",13,1.0,0.09166666666666715
176,6,Jeg kan vist komme over til Niels Kjær; men jeg ved ikke endnu.,14,0.0,0.0166666666666667
177,6,"Nu tror jeg da ikke jeg vil mere, for saa blir der vist ikke til næste Gang.",15,0.0,0.0666666666666666
178,6,"Nu kommer det an paa om du kan læse det, for det er gaaet i en fart.",16,0.0,0.1666666666666668
179,6,Mange Hilsener sender dig din egen Peter.,17,0.0,0.33333333333333337
180,6,Jeg tænker jeg kommer ud til Jer paa Søndag.,18,0.0,0.1888888888888888
181,6,Kommer du til Oplæsning paa Torsdag ?,19,0.0,0.1
182,6,Jeg kommer vist.,20,0.0,0.0333333333333334
183,6,Næste Gang ikke.,21,0.0,0.0666666666666666
184,6,"Tak paa Forhaand for dit Fotografi, kære Trine.",22,4.0,1.260000000000002
185,6,Maa jeg vente Brev paa Fredag ?,23,0.0,-0.06666666666666662
186,6,En Gang om Ugen kan vel ikke være for meget.,24,-2.0,-0.1333333333333334
187,7,Kære Trine!,0,2.0,0.982967400000002
188,7,Tak for Brevet.,1,2.0,0.6333333333333341
189,7,"Ja du maa undskylde mig, fordi jeg narrede dig med Turen til Lundsmark; men Mor var syg, og Far var ikke hjemme, saa jeg kunde ikke saa godt komne hen.",2,1.0,0.05611111111111111
190,7,"Ja det blev ikke til noget med Samtalen sidste Søndag, jeg turde ikke rigtig vove at give mig i Samtale med dig, for skulde der saa have været nogen paa Lur.",3,3.0,0.9999999999999994
191,7,"Jeg har moret mig i den sidste Tid over Signe, hun ser altid saa forunderlig paa mig, veed hun noget ?",4,0.0,1.2666666666666666
192,7,"Det var en fin Maade, I fik Brevet til Roager paa, den var godt udregnet.",5,7.0,1.0
193,7,"Hvad mon Iver har tænkt, hvis han vidste, hvad han gik med.",6,0.0,0.1555555555555554
194,7,Skal I saa til Vodder paa Søndag ?,7,0.0,0.0666666666666666
195,7,"Uffe kommer vist herind om Eftermiddagen, og saa tager vi med Toget til Frifeldt, kunde det ikke gaa ?",8,0.0,0.0333333333333334
196,7,"Du skrev, om det var før November jeg drog ud, det er det ikke.",9,0.0,0.1833333333333334
197,7,"Jeg er forfærdelig ked af det her med Ungdomsforeningen for jeg kunde høre paa Uffe i Gaar Aftes, at han ogsaa var ved at tænke paa at gaa.",10,-2.0,-1.0222222222222226
198,7,af.,11,0.0,0.0
199,7,"Og saa tror de jo vist, at det er mig, der har sat ham det ind, og det er det paa ingen mulig Maade; men jeg tror ikke han regner det for meget, det er vist mest for - - -, han er med.",12,-2.0,0.05000000000000018
200,7,"Du kan tro jeg manglede dig til Oplæsningen, jeg synes, at det er saa trist, naar det er Steder, hvor vi ellers plejer at være sammen, og saa du ikke er der; men det fik jo at hjælpe sig.",13,3.0,0.8277777777777785
201,7,"Nu vil jeg ikke mere, for Federen er forslidt, og jeg er søvnig.",14,0.0,-0.23333333333333403
202,7,Jeg har tænkt paa Jer hele Aftenen derhenne i Lundsmark.,15,0.0,0.274074074074074
203,7,Kommer du ikke snart ind at se til Maren Fog ?,16,0.0,0.1
204,7,Med Kærlige Hilsener fra din egen Peter.  Kommer du til Møde paa Fredag ?,17,3.0,0.8600000000000014
205,7,"Jeg tror ikke jeg kommer, det er min Tur at blive hjemme.",18,0.0,0.11666666666666661
206,7,Husk,19,0.0,0.0
207,7,paa det er paa Torsdag vi har Gymnastik.,20,0.0,0.0666666666666666
208,7,"Nej nu skal du ikke have mere at vide denne Gang, kære Trine.",21,1.0,0.3133333333333347
209,8,Min egen kære Trine!,0,2.0,0.982967400000002
210,8,Ja Vejret tillod ikke vor forudtænkte Plan sidste Søndag.,1,1.0,0.3222222222222222
211,8,"Jeg havde ellers glædet mig til det, for jeg synes, vi har saa meget at tale om, for nu er det jo længe siden.",2,0.0,0.6288888888888884
212,8,"Men saa maa vi jo fortsætte vore Skriverier, for jeg synes altid det letter paa Humøret, naar jeg faar",3,0.0,0.8022222222222237
213,8,"Brev fra dig, kære Trine.",4,2.0,0.626666666666668
214,8,I Gaar var jeg til Barselsgilde ude hos P.Højer.,5,0.0,0.03333333333333402
215,8,Vi dansede ogsaa lidt; men jeg manglede dig.,6,0.0,0.0
216,8,De Dans jeg fik var nemt talte.,7,2.0,0.3777777777777778
217,8,Ja du var heller ikke til Møde paa Fredag.,8,1.0,0.38148148148148153
218,8,"Uffe var nok med Toget hjem; men det var vist af den Grund han skulde tage Afsked mer1 Bodil, det havde han vist gjort henne ved Stationen.",9,0.0,-0.34166666666666756
219,8,"Du maa undskylde at jeg ikke har svaret dig paa Spørgsmaalet, om jog havde mere Fotografier fra Ryslinge; men det har jeg ikke, jeg fik kun tre, 1 har jeg, Uffe 1, og saa har P. Barsballe taget mig een fra.",10,1.0,-0.22222222222222224
220,8,"Du maatte godt faa den jeg har; men jeg synes ikke, den er god nok til dig.",11,6.0,-0.4666666666666654
221,8,"Jeg var i Ribe for 8 Dage siden, da vilde jeg have haft det; men Fotografen vilde ikke, for det var graat Vejr.",12,0.0,-0.1499999999999999
222,8,"Maren Fog kom nu lige og forstyrrede mig, hun fortalte, Uffe havde været med Toget (8).",13,0.0,0.04166666666666674
223,8,"Men jeg kan da ikke tro, I har været i Vodder i saadan et Vejr ?",14,1.0,0.1
224,8,"Nu synes jeg ikke jeg har mere at fortælle dig, kære Trine.",15,2.0,0.6822222222222235
225,8,"Man kan jo nu heller ikke saa godt samle det, naar man ikke har faaet Søvn.",16,3.0,-0.7851851851851859
226,8,Med mange Hilsener og Tak for Brevet  din egen Peter.,17,2.0,0.8333333333333341
227,8,Ja,18,1.0,0.5
228,8,"Skriften bliver daarligere; men du skal blot sige til, naar du ikke kan læse det længere.",19,0.0,-0.38333333333333325
229,8,"Hvad mente du med Brevet som Bodil skrev i, at det varede længe, før jeg fik den ?",20,2.0,0.21666666666666679
230,8,"Nu paa snart Gjensyn, kære Trine, ikke sandt ?",21,2.0,0.9155555555555567
231,9,Kære Far!,0,2.0,0.794739600000002
232,9,"Hjertelig til lykke på din fødselsdag, og jeg håber, at jeg næste år kan fejre den hjemme hos dig.",1,11.0,2.9277777777777767
233,9,"Det er jo lidt tidlig at skrive, da der jo snart er 14 dage til; men I ved jo det tager lang tid.",2,0.0,0.05166666666666665
234,9,"I går skrev jeg jo også et brev; men er ikke kommen bort endnu, så nu har jeg i dag igen lidt tid, og må så hellere skrive et par ord mere.",3,-2.0,0.7411111111111112
235,9,Vi kom rask ind i Rusland igen.,4,0.0,0.4999999999999994
236,9,"Sagen var, vi lå ved grænsen og havde det helt godt indrettet, så kom det, at nu gik Russen tilbage, og vi måtte selvfølgelig bagefter.",5,3.0,1.2333333333333334
237,9,Og nu er vi nået en 20 kilom.,6,0.0,0.0
238,9,"ind i Rusland igen, og ligger foran en lille stad Lods .",7,0.0,-0.19166666666666604
239,9,"Men vi kan da sige, at det er meget bedre her som på den anden side.",8,2.0,0.0
240,9,"Vejene er meget bedre, og alt er under bedre kultur som der.",9,4.0,0.2
241,9,"Men kommer man så til at tænke på, hvor godt I har det hjemme, så blir det jo lidt sort; men Tanken om, at igen kommer hjem holder det hele oppe; men mangen en, som også har tænkt den tanke, ligger nu død.",10,1.0,0.8840740740740745
242,9,"Trine skrev forleden, at hun kunde ikke forstå, hvorledes det skulde gå, hvis vi ikke kom hjem til Jul, for hun syntes ikke, at I kunde synge ""Dejlig er Jorden"" eller Fred på Jord.",11,5.0,1.0277777777777788
243,9,"Nej, denne Jul giver det nok ingen Julefred her på Jorden.",12,-1.0,-0.06666666666666576
244,9,"Det er min den værste Tanke, at tænke man kanske ikke kan fejre en Jul.",13,0.0,-0.9555555555555552
245,9,"Nu er det bleven morgen igen, og jeg og den anden Gefr.",14,0.0,0.0666666666666666
246,9,"har ligget i en seng uden Tøj natyrlig, men ellers i en varm stue I kan tro, vi har hvilet os ud efter at i 10 nætter at have ligget i Lade og Stalde, ja så gal i en skov, og Jorden var så frossen, at vi ikke kunde holde ud at ligge.",15,0.0,0.41250000000000125
247,9,Kl.10 gik vi til ro og sov til kl. 7.,16,0.0,0.26666666666666666
248,9,Så fik den anden Gefr.,17,2.0,0.2
249,9,"fat på et stort stykke Sideflæsk, som vi nu er ved at stege for at få lidt at lægge på brødet, og vi er så glad for den lille Kopfuld, som vi har fået der, at vi næsten ikke tør gå fra det.",18,3.0,0.4266666666666672
250,9,"Nu har jeg trukket mig det ny tøj på hjemmefra (strikket undertøj), og nu er jeg helt godt tilpas.",19,3.0,1.6999999999999984
251,9,"Om vi blir her i nat er jo et spørgsmål, men det er dog godt, så længe det er godt.",20,6.0,1.4000000000000026
252,9,"Ja det er sært at tænke på, at man ikke ved, hvor man skal tilbringe natten; men jeg kan ikke nok takke Gud for den gode plads, jeg har, og mine kammerater har oft måttet ligge ude, hvor jeg dog har ligget under tag.",21,3.0,2.5027777777777787
253,9,"Ja nu må jeg hellere slutte, da jeg skal på buroet, og til Trine skal jeg også have skreven.",22,1.0,0.4851851851851852
